name,layer,lat,lon,weight
Noor Clinic,medical_beauty,31.442075699999993,74.2970778,0.85
pimraCare Clinic by Dr.AliArshed,medical_beauty,31.483895399999994,74.2842268,0.85
Tech Medical Centre,medical_beauty,31.485589000000008,74.2820986,0.85
S and S Skincare,medical_beauty,31.483396399999997,74.2799311,0.85
Hassan Medical Center,medical_beauty,31.488478950028096,74.37897885000167,0.85
Laboratory,medical_beauty,31.446977228346242,74.2713181972185,0.85
Noor Clinic,medical_beauty,31.496455851390817,74.42598008237304,0.85
Farzana Clinic,medical_beauty,31.486040650013596,74.41441554999915,0.85
Nazar Homeo Herbal clinic,medical_beauty,31.485876950005263,74.41259834999936,0.85
Dr Khurshid Clinic,medical_beauty,31.48269205702422,74.41972913512619,0.85
Jugnu Dar Ul Basarat,medical_beauty,31.484283987664075,74.39367013252233,0.85
ساو آن طبي مرکز,medical_beauty,31.463646126954295,74.38634199055119,0.85
Mother And Child Health Clinic,medical_beauty,31.538166622948285,74.4479076913688,0.85
الشوکات میڈیکل اینڈ کڈنی سینٹر,medical_beauty,31.510155055880993,74.34893706461736,0.85
St 9 Phase 8 Dha,social_hubs,31.519599599999996,74.44151369999999,0.7
WizMan Computer,social_hubs,31.459830299999997,74.3007926,0.7
Shazoo housing colony,social_hubs,31.576452400000004,74.34777149999998,0.7
Al-Hafeez Hieghts,social_hubs,31.514376099999993,74.3448321,0.7
Laal Haveli Marriage Garden,social_hubs,31.6133494,74.29141969999999,0.7
Jiyo Marriage Hall,social_hubs,31.615954799999994,74.27461309999998,0.7
Makki Shaadi Hall,social_hubs,31.582200399999994,74.3062444,0.7
Bilal Marriage Hall,social_hubs,31.594810700000004,74.30930849999999,0.7
Qasar-e-Noor Community Centre,social_hubs,31.4852179,74.3307285,0.7
Gracious Events Banquet Hall,social_hubs,31.5014255,74.32074369999998,0.7
Mughal-e-Azam Fort,social_hubs,31.500720400000002,74.3173819,0.7
Zauj Banquet Hall,social_hubs,31.496037000000005,74.3136063,0.7
Johar Event Complex,social_hubs,31.479649699999996,74.2992146,0.7
Gourmet Broadway Marquee,social_hubs,31.4666035,74.30896919999999,0.7
Events Bar B.Q,social_hubs,31.461635400000002,74.3230592,0.7
Al-Noor Banquet Hall,social_hubs,31.460765,74.3238601,0.7
Maharaja Palace,social_hubs,31.4606794,74.32408649999999,0.7
Chalet Banquet Halls,social_hubs,31.5019903,74.33291439999999,0.7
Prestige Marketing,social_hubs,31.472082999999994,74.3764657,0.7
شاہین کالونی,social_hubs,31.486303499999995,74.36383409999999,0.7
Gourmet Marquee,social_hubs,31.512743800000003,74.35370449999999,0.7
Gourmet Central Marquee,social_hubs,31.5236126,74.34994129999998,0.7
Taj Mahal Banquet Hall,social_hubs,31.513266099999992,74.3280646,0.7
Aghas Marriage Lawn,social_hubs,31.585506399999996,74.3884434,0.7
AIMC Auditorium,social_hubs,31.484444900000003,74.29888319999999,0.7
Farooq Banquet Hall,social_hubs,31.551141100000002,74.3612613,0.7
Pearl Lawns,social_hubs,31.559162600000004,74.33837639999999,0.7
Pearl Banquet Convention Center,social_hubs,31.440697499999995,74.2857094,0.7
Shehnai Marriage Palace,social_hubs,31.6106648,74.2542026,0.7
Madinah Marriage Hall,social_hubs,31.436613842390848,74.29160131021096,0.7
Unnamed social_hubs,social_hubs,31.484606947524803,74.29893359459889,0.7
Unnamed social_hubs,social_hubs,31.48583768835076,74.28179085875699,0.7
Wafaqi Colony Community Centre,social_hubs,31.482943158161508,74.29218198353495,0.7
Lotus Marquee,social_hubs,31.494831150803716,74.41815746604958,0.7
Celebration marquee,social_hubs,31.472489847701308,74.42823241991239,0.7
AL-REHMAN Event Complex,social_hubs,31.469915354286066,74.43022803860045,0.7
Millennium Marquee,social_hubs,31.486035295142546,74.40912722043447,0.7
The Defence Club,social_hubs,31.477857189885693,74.39221628390145,0.7
Frozen Food,social_hubs,31.483883294274413,74.39352840253584,0.7
DeSOM Banquet Halls,social_hubs,31.519767003414657,74.37783338900809,0.7
Services Club,social_hubs,31.51853124470133,74.37763629824327,0.7
K&N's,social_hubs,31.483001580041964,74.393535352881,0.7
Napier Lodges,social_hubs,31.50998295052648,74.38027719999837,0.7
Eden Avenue Community Center,social_hubs,31.499819647141592,74.41694901625218,0.7
Jawad Centre,social_hubs,31.48347733304973,74.40726601129904,0.7
Connexion Marquee,social_hubs,31.52305092783665,74.42536263293161,0.7
Moon Banquet Hall,social_hubs,31.49358448254906,74.38736696546,0.7
VIP Marriage Hall,social_hubs,31.594701480523845,74.47503243284093,0.7
Gol Bagh Community Centre,social_hubs,31.54502391536857,74.37800729810762,0.7
Qasar-e-Noor Community Centre,social_hubs,31.48507766399561,74.33087064245075,0.7
Serene Event Complex,social_hubs,31.522067718389422,74.45331545522973,0.7
Gourmet Parklane Marquee,social_hubs,31.512499309423,74.34834852086894,0.7
Liberty Castle,social_hubs,31.51294130007188,74.34284669999992,0.7
The Defense Revelation Community Club,social_hubs,31.47147819956104,74.46083062174208,0.7
Proposed Community Center,social_hubs,31.581188290247376,74.45003600671473,0.7
Colossal Offices,coworking_office,31.503326799999993,74.4285869,1.0
eHaus Coworking Space,coworking_office,31.450676900000005,74.3964622,1.0
Main Market Gulberg,high_end_shop,31.5242296,74.34610649999999,0.8
Goldcrest Mall and Apartments,high_end_shop,31.466604099999994,74.3817396,0.8
H Karim Baksh,high_end_shop,31.509384199999996,74.342343,0.8
Awan Town Market,high_end_shop,31.504411799999993,74.2618401,0.8
Unnamed high_end_shop,high_end_shop,31.462758900000004,74.28816729999998,0.8
UTILITY STORES,high_end_shop,31.523821099999992,74.344652,0.8
Unnamed high_end_shop,high_end_shop,31.546085899999998,74.25471089999999,0.8
Fortress Stadium Lahore,high_end_shop,31.5317842,74.3660636,0.8
Mall of Lahore,high_end_shop,31.529387599999986,74.3784367,0.8
Panorama Shopping Centre,high_end_shop,31.562009800000002,74.32119759999999,0.8
Pace Shopping Mall,high_end_shop,31.515342300000004,74.3424113,0.8
Hafeez Centre,high_end_shop,31.516093500000004,74.34289809999999,0.8
Chen one,high_end_shop,31.5162632,74.3423252,0.8
Gulberg Centre,high_end_shop,31.520896599999997,74.3468738,0.8
Big City Tower,high_end_shop,31.510360100000003,74.3396179,0.8
EURO Store,high_end_shop,31.52026389999999,74.4397261,0.8
IT Tower,high_end_shop,31.515873800000012,74.3410771,0.8
Hasan Centre,high_end_shop,31.5155307,74.3419797,0.8
Fazal Centre,high_end_shop,31.51570050000001,74.34169099999998,0.8
Unnamed high_end_shop,high_end_shop,31.520128999999987,74.29214789999999,0.8
Centre Point Plaza,high_end_shop,31.507130500000002,74.3360644,0.8
Malik Rice Traders,high_end_shop,31.5434449,74.2784422,0.8
Jalal Sons,high_end_shop,31.523801799999998,74.3455904,0.8
Hameed General Store,high_end_shop,31.4739365,74.35891479999998,0.8
Awan Market,high_end_shop,31.4396589,74.3557082,0.8
Jalal Sons,high_end_shop,31.483297099999994,74.30672289999998,0.8
Abrar Busniss Center,high_end_shop,31.519264899999996,74.3194887,0.8
Khayaban e Amin,high_end_shop,31.381767900000003,74.2697977,0.8
Shopping Market,high_end_shop,31.497402,74.30712359999998,0.8
Ch.Siraj Sabzi Mandi,high_end_shop,31.59691850000001,74.4986776,0.8
Ichhra Bazar,high_end_shop,31.532047000000006,74.3204658,0.8
Emporium Mall,high_end_shop,31.467188999999994,74.2659803,0.8
Jalal Sons,high_end_shop,31.450485500000003,74.27078749999998,0.8
Unnamed high_end_shop,high_end_shop,31.519608199999997,74.2720137,0.8
Pace,high_end_shop,31.468202000000012,74.31092319999999,0.8
Metro Cash & Carry,high_end_shop,31.468356300000004,74.3112005,0.8
Desi Dollar Store,high_end_shop,31.506858699999995,74.27903279999998,0.8
Sachyari Shopping Center,high_end_shop,31.6274913,74.2874966,0.8
K B Shopping Center,high_end_shop,31.626220799999995,74.2883461,0.8
Ravi Super Store,high_end_shop,31.596307400000008,74.30657479999999,0.8
Anchor Super Market,high_end_shop,31.4889732,74.3252328,0.8
Firdous Market,high_end_shop,31.502730999999997,74.34863859999999,0.8
Unnamed high_end_shop,high_end_shop,31.4511576,74.26474779999998,0.8
Saddar Bazaar,high_end_shop,31.54695119999999,74.377319,0.8
Carrefour,high_end_shop,31.47110489999999,74.3556681,0.8
Packages Mall,high_end_shop,31.471183099999994,74.35602639999999,0.8
Al Hafeez,high_end_shop,31.510164400000004,74.3521354,0.8
Ali Towers,high_end_shop,31.511152300000006,74.3509123,0.8
